ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Dialect,Media_IDs,Sense_IDs
XV007873,tzh,nujp' ta ik' te ti'nae,,,la puerta se cerró por el viento,,,Guaquitepec,,SN005752
XV007874,tzh,maba ktabe snuhp',,,no encuentro su pareja,,,Petalcingo,,SN005753
XV007875,tzh,ma snujp'uk,,,no conviene / no le queda bien (no es su par),,,Guaquitepec,,SN005753
XV007876,tzh,mero jnuhp' te wexale,,,el pantalón me queda muy bien,,,Bachajón,,SN005753
XV007877,tzh,ma' nix snujp'uk a te sk'u'e,,,ni le queda la camisa,,,Guaquitepec,,SN005753
XV007878,tzh,ich'bon tal snujp' te jxanabe,,,tráeme el par de mi zapato,,,Tenango,,SN005753
XV007879,tzh,ma'yuk snujp' ta ajk'ot,,,no tiene pareja para bailar,,,Guaquitepec,,SN005754
XV007880,tzh,"ha' snuhp' te ya xtalate, komo bayel sk'oblal te bin ya xchahpe",,,"es conveniente que vengas, porque es importante lo que se va a tratar",,,Bachajón,,SN005755
XV007881,tzh,ja' snujp' te ya xbajte,,,convendría que él fuera (debería ir),,,Guaquitepec,,SN005755
XV007882,tzh,ma' snujp' te jich ya apase,,,no es conveniente que hagas eso (no deberías hacer eso),,,Guaquitepec,,SN005755
XV007883,tzh,ma' anujp'in te k'u'ule,,,la camisa no te queda,,,Guaquitepec,,SN005756
XV007884,tzh,ma' snujp'in te jich la spase,,,no convino lo que hizo (no debió hacer eso),,,Guaquitepec,,SN005756
XV007885,tzh,"ijkitaya, ma xanujp'in",,,"déjalo, no lo enfrentes",,,Guaquitepec,,SN005757
XV007886,tzh,"teme kanujp'ine, ya xmuk'ub sk'oplal",,,"si le respondes, va a agravarse el problema",,,Guaquitepec,,SN005757
XV007887,tzh,la snuhp'in sbahik ta beh,,,se encontraron en el camino,,,Petalcingo,,SN005758
XV007888,tzh,ya xnuhpunix,,,ya se va a casar,,,Petalcingo,,SN005759
XV007889,tzh,¿bin ora a nujpun?,,,¿cuándo se casó?,,,Guaquitepec,,SN005759
XV007890,tzh,ma me xnujpunat,,,no vayas a casarte,,,Guaquitepec,,SN005759
XV007891,tzh,¿ya bal ak'an xnujpunat?,,,¿quieres casarte?,,,Cancuc,,SN005759
XV007892,tzh,ya xbah snuhpuntesik ta jues,,,los van a casar con el juez,,,Bachajón,,SN005761
XV007893,tzh,yejtal la snujpuntes te snich'ane,,,a fuerzas casó a su hijo,,,Guaquitepec,,SN005761
XV007894,tzh,la knuj ta moch te ala tuluk'etike,,,encerré a los pavitos abajo del canasto,,,Petalcingo,,SN005762
XV007895,tzh,leja bin kanuj awaji,,,busca con qué tapar las tortillas,,,Guaquitepec,,SN005762
XV007896,tzh,nujajix te sperolil chabe,,,el perol de la miel ya fue colocado boca abajo (para guardarlo),,,Bachajón,,SN005763
XV007897,tzh,"nujana te atepe, yu'un ya xtakij a",,,"voltea tus zapatos, para que se sequen",,,Bachajón,,SN005764
XV007898,tzh,ixte snujp jxanabe,,,tráeme el par de mi huarache,,,Aguacatenango,,SN005766 ; SN009023
XV007899,tzh,nujul ta lum te oxome,,,la olla está boca abajo en el suelo,,,Oxchuc,,SN005768
XV007900,tzh,nujul ta ti' k'ajk' te mamale,,,el anciano está inclinado frente a la fogata,,,Oxchuc,,SN005769
XV007901,tzh,nujulix ilel jmamtike,,,el anciano ya se ve encorvado,,,Villa Las Rosas,,SN005769
XV007902,tzh,nujul ta oxom te tak'ine,,,la moneda está abajo de la olla volteada,,,Oxchuc,,SN005770
XV007903,tzh,nujul ta jay te ti'bale,,,la carne está abajo del tol volteado,,,Guaquitepec,,SN005770
XV007904,tzh,k'ux jnuk',,,me duele el cuello,,,Guaquitepec,,SN005771
XV007905,tzh,wen t'ujbil snuk' ya xk'ayojin,,,canta muy bonito,,,Petalcingo,,SN005773
XV007906,tzh,ya sjel snuk'ik,,,cambian su tono de voz,,,Yajalón,,SN005773
XV007907,tzh,"teme la amil ame, ya me ajak' anuk' swenta ma xmajk ak'op",,,"si matas una araña, debes aclararte la voz para que no se te tape tu habla (para que no te vuelvas tartamudo)",,,Cancuc,,SN005773 ; SN008803
XV007908,tzh,neel ya yich' juyel te ch'in snuk'ule,,,"primero se rodea su cuello (de la blusa, hablando de bordado)",,,Oxchuc,,SN005774
XV007909,tzh,ha' te ya snuk'botik kch'ich'eltike,,,son ésas que nos chupan la sangre (las chinches),,,Petalcingo,,SN005775
XV007910,tzh,nuk'beya ye,,,succiónale los labios (tipo de beso),,,Petalcingo,,SN005775
XV007911,tzh,"ma xat'unik, snuk'oj mariwana",,,"no se junten con él, ha fumado mariguana",,,Bachajón,,SN005776
XV007912,tzh,lek la snulbe sbakel,,,le royó bien el hueso,,,Petalcingo,,SN005778
XV007913,tzh,ya smulan snulel bak te tut kereme,,,al niño le gusta roer huesos,,,Guaquitepec,,SN005778
XV007914,tzh,laj snulix mexa te ch'ohe,,,el ratón ya royó la mesa,,,Petalcingo,,SN005778
XV007915,tzh,ay bin la snup te abankile,,,a tu hermano le pasó algo,,,Bachajón,,SN005780
XV007916,tzh,la jnup majel,,,sucedió que me golpearon,,,Bachajón,,SN005780
XV007917,tzh,ma me ayuk bin xanup,,,no te vaya a pasar algo,,,Bachajón,,SN005780
XV007918,tzh,ba nupa tal te awixe,,,ve a alcanzar a tu hermana,,,Tenejapa,,SN005781
XV007919,tzh,"teme ma xawuch'e, nupa nax",,,"si no tomas, sólo dale una probadita",,,Tenejapa,,SN005782
XV007920,tzh,nup'a te k'ajk'e,,,enciende el fuego,,,Guaquitepec,,SN005783
XV007921,tzh,te ya snup' sk'ahk' a,,,allí enciende su fuego,,,Bachajón,,SN005783
XV007922,tzh,"teme la jts'istik jk'u'tike, ya jnup'tik sti'il",,,si costuramos nuestra ropas unimos las orillas,,,Villa Las Rosas,,SN005784 ; SN008014
XV007923,tzh,"nup'a nax jilel te naje, ya sujton tal ta ora",,,"sólo entrecierra la puerta, regresaré rápido",,,Guaquitepec,,SN005785
XV007924,tzh,"li' ta banti kejelotik, li' ta banti nup'ulotik",,,"aquí donde estamos hincados, aquí donde nos hemos juntado",,,Yajalón,,SN005786
XV007925,tzh,"teme ay nup'ul winik sok ants, repente lijkemix yal te antse",,,"cuando hay un hombre unido con una mujer, en algún momento ya está la mujer embarazada",,,Cancuc,,SN005787
XV007926,tzh,nup'ul la jtaj te nae,,,encontré la casa cerrada,,,Guaquitepec,,SN005788
XV007927,tzh,la jnuses alale,,,bañé al bebé,,,Villa Las Rosas,,SN005789
XV007928,tzh,la jnuts jo'tik ja' elek'i,,,perseguimos al ladrón,,,Guaquitepec,,SN005790
XV007929,tzh,la knuts bahel k'alal ta sna,,,lo perseguí hasta su casa,,,Petalcingo,,SN005790
XV007930,tzh,kunik ta nuts chij,,,vámonos a cazar venado,,,Oxchuc,,SN005791
XV007931,tzh,och snuts te ti'baletik te ay te ta yutil te ijidohe,,,comenzó a cazar los animales que había dentro del ejido,,,Petalcingo,,SN005791
XV007932,tzh,la snutsonik lok'el,,,me expulsaron,,,Oxchuc,,SN005792
XV007933,tzh,xk'otuk ta nutsujel,,,fue de cacería,,,Petalcingo,,SN005793
XV007934,tzh,nutsumajon ajk'abey,,,cacé anoche,,,Guaquitepec,,SN005794
XV007935,tzh,ik'ot bael ta nutsumajel,,,lo llevaron a cazar,,,Guaquitepec,,SN005794
XV007936,tzh,ya xbohotik ta nuxel ta K'antelha',,,vamos a nadar en el río K'antelha',,,Bachajón,,SN005795
XV007937,tzh,te me ma xana' nuxele ma x'ochat ta muk' ja',,,"si no sabes nadar, no te metas al río",,,Cancuc,,SN005795
XV007938,tzh,ya xnuxon ta muk'ul ja',,,me baño en el río,,,Villa Las Rosas,,SN005796
XV007939,tzh,¿ya bal achon o ya nax ak'eban?,,,¿lo vendes o nomás lo regalas?,,,Cancuc,,SN005797
XV007940,tzh,tokal a xlok' te ta banti snich ixime o ta ba ajan,,,el huitlacoche es el que sale de la flor del maíz o del elote,,,Petalcingo,,SN005797 ; SN007599
XV007941,tzh,ya jlejtik jtuluk me'el o jtuluk mamal,,,buscamos a alguna anciana o algún anciano,,,Cancuc,,SN005797
XV007942,tzh,ay koal,,,tengo collar,,,Cancuc,,SN005798
XV007943,tzh,la jtam oalil ta be,,,recogí un collar en el camino,,,Cancuc,,SN005798
XV007944,tzh,ay yoalil jchikin,,,tengo aretes,,,Tenejapa,,SN005798
XV007945,tzh,"obol sbah, ma xawuts'in",,,"pobrecito, no lo molestes",,,Petalcingo,,SN005802
XV007946,tzh,obol sbah a cham te halawe,,,el tepezcuintle sufrió mucho al morir,,,Petalcingo,,SN005802
XV007947,tzh,"obolaj ta stojol, ha' yu'un maba la smaj",,,"le tuvo misericordia, por eso no le pegó",,,Petalcingo,,SN005803
XV007948,tzh,obolajan,,,por favor,,,,,SN005804
XV007949,tzh,mero obolajan a,,,haz el gran favor,,,Guaquitepec,,SN005804
XV007950,tzh,¿ya bal x'obolajat ya xlok'at tal ts'in kermantik?,,,¿harías el favor de salir hermana?,,,Guaquitepec,,SN005804
XV007951,tzh,ochan,,,entra / pásale,,,,,SN005805
XV007952,tzh,ya x'och ta yok ixim me kuhchumtsa'e,,,el escarabajo se mete entre en los pies del maíz,,,Petalcingo,,SN005805
XV007953,tzh,ja' ya x'och awa'beyix tebuk ya'lel spat te oxome,,,ya vas a comenzar a ponerle un poco de agua por afuera a la olla,,,Guaquitepec,,SN005807
XV007954,tzh,och ta a'tel,,,empezó a trabajar,,,Bachajón,,SN005807
XV007955,tzh,ma' x'och a,,,no cabe,,,Guaquitepec,,SN005808
XV007956,tzh,"lom yuxul snuk' ak'u', ma x'och jol a",,,"está muy apretado el cuello de tu camisa, no pasa mi cabeza",,,Tenejapa,,SN005808 ; SN009585
XV007957,tzh,och jwayel,,,me dormí,,,Cancuc,,SN005809
XV007958,tzh,och ta ko'tan te stsitsaw jme'e,,,comprendí los consejos de mi madre,,,Guaquitepec,,SN005810
XV007959,tzh,¿bin awochel ya xtalat li'i?,,,¿con qué propósito vienes aquí?,,,Bachajón,,SN005811
XV007960,tzh,ma' awocheluk,,,no es de tu incumbencia,,,Bachajón,,SN005811
XV007961,tzh,ya sk'an na'el te kocheltike,,,tenemos que conocer nuestros derechos,,,Bachajón,,SN005812
XV007962,tzh,ma x'ak'awan ochel talel,,,no deja entrar (a la gente),,,Petalcingo,,SN005813
XV007963,tzh,ja' sbelal ochel,,,se entra por ese camino,,,Tenejapa,,SN005813
XV007964,tzh,cha'ochel la kak' nichim,,,dos veces ofrendé velas,,,Tenejapa,,SN005814
XV007965,tzh,¿ta jay'ochel la yich' tsakel ak'opik?,,,¿cuántas veces tuvieron que ir para que aceptaran escuchar sus palabras?,,,Tenejapa,,SN005814
XV007966,tzh,ya xkootik ta yochib lum,,,vamos a bajar a la entrada del pueblo,,,Guaquitepec,,SN005817
XV007967,tzh,makbeyajik yochib chambalame,,,cierren la entrada de los animales,,,Villa Las Rosas,,SN005817
XV007968,tzh,li' ini me ochibale,,,aquí es la entrada,,,Petalcingo,,SN005817
XV007969,tzh,ay ch'in ochibal x'ochtikon ta uk'ume,,,había una entradita por donde nosotros entrábamos al arroyo,,,Villa Las Rosas,,SN005817
XV007970,tzh,ya ka'betik yochibal k'ayoj kermanotak,,,vamos a darle inicio al canto hermanos,,,Chilón,,SN005818
XV007971,tzh,la yochintay sbaj sok te bojchjoletike,,,"se enfrentó con los militares (con los ""cabezas de jícara"")",,,Guaquitepec,,SN005819
XV007972,tzh,ma stak' yochintayotik te elek'etike,,,los ladrones no pueden meterse con nosotros,,,Oxchuc,,SN005819
XV007973,tzh,tulan a x'ohbaj,,,tose fuerte,,,Petalcingo,,SN005820
XV007974,tzh,ay yohbal,,,tiene tos,,,Petalcingo,,SN005821
XV007975,tzh,bayal xch'ajal ta uch'el xpoxil obale,,,la medicina para la tos es muy amarga para tomar,,,Villa Las Rosas,,SN005821
XV007976,tzh,li' a x'ohlanoni,,,aquí voy a descansar,,,Petalcingo,,SN005824
XV007977,tzh,ka'iytikix ohlanel,,,descansemos,,,Petalcingo,,SN005824
XV007978,tzh,ohlantesa jts'ihnuk te awihkatse,,,baja un rato tu carga para descansar,,,Bachajón,,SN005825
XV007979,tzh,ya kohlantes kal yu'un ya ka'be xchu',,,voy a bajar a mi bebé para darle de mamar,,,Bachajón,,SN005826
XV007980,tzh,ma xyohlantes te swiniktak ta a'tele,,,no deja descansar sus trabajadores,,,Petalcingo,,SN005827
XV007981,tzh,ak'a ta ohlil,,,ponlo en medio (de la mesa),,,Bachajón,,SN005828
XV007982,tzh,ya yich' ts'isel te yolile,,,se borda su parte de en medio (de la blusa),,,Oxchuc,,SN005828
XV007983,tzh,ak'a ta ohlilal,,,ponlo en medio (de nosotros),,"también <ohlilal>, con diferentes matices de significado",Bachajón,,SN005828
XV007984,tzh,ya xjayub jilel i olilal to,,,esta parte de en medio (de la blusa) se queda adelgazada,,,Oxchuc,,SN005828
XV007985,tzh,ya kuch'tik mats' ta ohlil k'ahk'al,,,vamos a tomar pozol al medio día,,,Bachajón,,SN005829
XV007986,tzh,ha' ohlil alal me ine,,,ése es el niño de en medio,,,Bachajón,,SN005829
XV007987,tzh,la sta sbaik ta olil ajk'ubal,,,se encontraron a media noche,,,Tenejapa,,SN005829
XV007988,tzh,xk'otuk ta yohlil jtehklum,,,llegó al centro del pueblo,,,Petalcingo,,SN005830
XV007989,tzh,li' jukul ta koliltik te jnantik ants,,,la señora está aquí sentada en medio de nosotros,,,Guaquitepec,,SN005830
XV007990,tzh,bayel ants winiketik ta yohl jtehklum,,,hay mucha gente en el centro del pueblo,,se puede reducir a <ohl> en compuestos,Petalcingo,,SN005830
XV007991,tzh,k'alal ya xkol te alnich'anetike ya x'ohnaj snuk'ik,,,cuando los niños crecen se les pone la voz ronca,,,Petalcingo,,SN005831
XV007992,tzh,ya s'ohnan snuk',,,hace su voz ronca,,,Petalcingo,,SN005832
XV007993,tzh,ma me xa'ohnan lok'el ajol,,,no vayas a sacar la cabeza,,,Bachajón,,SN005833
XV007994,tzh,yakal ta ohtsel me chupe,,,el gusano se está encogiendo,,,Petalcingo,,SN005834
XV007995,tzh,ya x'ojts ala ja'mal ini,,,se encoge esta plantita,,,Guaquitepec,,SN005834
XV007996,tzh,ya x'ohtsaj ta sik,,,se encoge por el frío,,,Petalcingo,,SN005835
XV007997,tzh,ohtsaj yu'un chuhyel te tuluk'e,,,el guajolote se debilitó por la viruela,,,Bachajón,,SN005835
XV007998,tzh,tsakot ta ohtsel ta ha',,,en el río le dio calambre,,,Petalcingo,,SN005836
XV007999,tzh,mero ya ya'bon ojtsel,,,me da mucho calambre,,,Guaquitepec,,SN005836
XV008000,tzh,ma la kojtikin lek jo'tik,,,no lo conocimos bien,,,Cancuc,,SN005838
XV008001,tzh,k'uxix kok ta tek'lej,,,ya me duelen los pies por estar parado,,,Guaquitepec,,SN005840
XV008002,tzh,ay ya xtalotik ta koktik ta Jimxol,,,a veces venimos a pie de Teopisca,,,Ametenango,,SN005840
XV008003,tzh,"ya xlok' ja' tey, pero ma'yuk yok",,,"sale agua allí, pero no tiene salida",,,Sibakja’,,SN005843
XV008004,tzh,t'umbeya yok,,,síguele el rastro,,,Bachajón,,SN005844
XV008005,tzh,yak ta ok,,,está fluyendo,,,,,SN005845
XV008006,tzh,"ma x'ok'at, ¿binti la apas?",,,"no llores, ¿qué te pasó?",,,Cancuc,,SN005846
XV008007,tzh,"tame ay ya kutike, ya xkajik ta ok'el",,,"si acaso los regañamos, empiezan a llorar",,,Cancuc,,SN005846
XV008008,tzh,yakon ok'el ta jna,,,estoy llorando en mi casa,,,Oxchuc,,SN005846
XV008009,tzh,ok'ix te tatmute,,,ya cantó el gallo,,,Guaquitepec,,SN005847 ; SN007248
XV008010,tzh,"ma ok'ix yu'un te yamaye, sk'ayobe",,,"ya no logró tocar su flauta, su tambor",,,Guaquitepec,,SN005847
XV008011,tzh,¿bin yokel?,,,¿a qué vino?,,,Guaquitepec,,SN005848
XV008012,tzh,¿binti awokel te tal awilone?,,,"¿qué te trae, que vienes a visitarme?",,,Guaquitepec,,SN005848
XV008013,tzh,yokelal ma' xtal,,,demora en venir,,,Bachajón,,SN005848
XV008014,tzh,kokel kaxlan,,,parezco mestizo,,,Villa Las Rosas,,SN005849
XV008015,tzh,yokelon ta kaxlan,,,parezco mestizo,,,Villa Las Rosas,,SN005849
XV008016,tzh,awokel ta chambalam ma xawa'iy k'op,,,"pareces un animal, no entiendes los consejos",,,Villa Las Rosas,,SN005849
XV008017,tzh,kokel ta chitam lom xwe'on,,,parezco marrano porque como mucho,,,Villa Las Rosas,,SN005849
XV008018,tzh,yokel ta smel yo'tan,,,parece triste,,,Villa Las Rosas,,SN005849
XV008019,tzh,ma' xap'ajbe yok'el,,,no desprecies su llanto,,,Bachajón,,SN005850
XV008020,tzh,cha'ok'el mut a te bohon ta a'tel,,,fui a trabajar al segundo canto del gallo,,,Bachajón,,SN005851
XV008021,tzh,chan'ok'el mut a te jajchone,,,me levanté al cuarto canto del gallo,,,Tenejapa,,SN005851
XV008022,tzh,la yok'esin te amaye,,,tocó la flauta,,,Guaquitepec,,SN005852
XV008023,tzh,ma me xawok'esin awihts'ine,,,no vayas a hacer llorar a tu hermanito,,,Petalcingo,,SN005853
XV008024,tzh,x'ok'et koel,,,bajó lloriqueando,,,Guaquitepec,,SN005854
XV008025,tzh,x'ok'et ajk'abali,,,es una noche tranquila (sólo se oye un vago rumor de fondo),,,Guaquitepec,,SN005855
XV008026,tzh,k'an ta ay bin ay ta kok'ib,,,como que tengo algo en la garganta,,,Guaquitepec,,SN005856
XV008027,tzh,laj ka'ibe yok'el jkoht ok'il ta yut ha'mal,,,en la montaña escuché el aullido de un coyote,,,Petalcingo,,SN005857
XV008028,tzh,bayel ya x'okin ja' ta k'inal ine,,,fluye mucha agua en ese terreno,,,Guaquitepec,,SN005859
XV008029,tzh,x'ok'lajan te chile,,,el grillo está chirreando,,,Guaquitepec,,SN005860
XV008030,tzh,"ay yok'och me ach'ixe, chikan ya stse'ejin",,,"la muchacha tiene hoyuelos, se ven cuando se ríe",,,Petalcingo,,SN005861
XV008031,tzh,xba jletik ja' ta ok'och,,,vamos a buscar agua en la piedra donde se junta agua,,,Ametenango,,SN005862
XV008032,tzh,ja' me yok'ochil ka'altik to,,,ésta es la piedra donde se junta nuestra agua,,,Oxchuc,,SN005862
XV008033,tzh,x'ok'-on ta patna,,,está lloriqueando intermitentemente atrás de la casa,,,Guaquitepec,,SN005863
XV008034,tzh,ma xawen ok'tes,,,no lo hagas llorar tanto,,,Petalcingo,,SN005865
XV008035,tzh,"ja' i na to, ja' ya xtuun ta ol",,,"este hilo, sirve para hilo de vara de lizo",,,Oxchuc,,SN005866
XV008036,tzh,jajch'an oliya te ajalabe,,,empieza a colocarle el hilo de vara de lizo a tu telar,,,Oxchuc,,SN005871
XV008037,tzh,yoloj la spas,,,lo hizo por su propia voluntad,,,Guaquitepec,,SN005873
XV008038,tzh,ma nix ba koloj a talon to,,,no es por mi gusto que vine,,,Cancuc,,SN005873
XV008039,tzh,ma nix kolojuk a te bit'il ma la jnop june,,,no es por mi gusto que no estudié,,,Abasolo,,SN005873
XV008040,tzh,"jajch'an, awoloj ak'an achamel",,,"levántate, a propósito te quisiste enfermar",,,Oxchuc,,SN005873
XV008041,tzh,yoloj ya xch'i tel te maye teme sk'anojate bi,,,el tabaco así nomás crece cuando te quiere pues,,,Oxchuc,,SN005873
XV008042,tzh,yoloj a xlaj ta ts'in nax te kantelae,,,la vela así nomás se acaba en un instante,,,Guaquitepec,,SN005873
XV008043,tzh,omol nax te ha'e,,,la extensión de agua es redonda,,,Petalcingo,,SN005874
XV008044,tzh,muk' onol te te'e,,,el palo está muy grueso,,,Petalcingo,,SN005877
XV008045,tzh,onol snuk',,,tiene la voz grave,,,Petalcingo,,SN005878
XV008046,tzh,in s'onil me te'e,,,así de grueso está el palo,,,Petalcingo,,SN005878
XV008047,tzh,lum onol sjol ta behe,,,allá estaba en el camino,,"en Bachajón, se registra esta palabra sólo en la expresión siguiente:",Bachajón,,SN005878
XV008048,tzh,ma' kil bajtik or li,,,no nos vimos hoy,,,Aguacatenango,,SN005880
XV008049,tzh,or to xwe'on,,,ahora voy a comer,,,Ametenango,,SN005880
XV008050,tzh,¿jayebix ora?,,,¿qué hora es?,,,Cancuc,,SN005881
XV008051,tzh,¿jayeb ora te tsobleje?,,,¿a qué hora es la reunión?,,,Guaquitepec,,SN005881
XV008052,tzh,spisil ora li' ayoni,,,todo el tiempo estoy aquí,,,Bachajón,,SN005881
XV008053,tzh,"k'alal ya stah yorail, ya yich' chik'el",,,"cuando le llega su momento, se quema (la milpa)",,,Bachajón,,SN005882
XV008054,tzh,"ora ini ya kawal te amule, ¿bin laj apasik?",,,"ahora vas a decir tu delito, ¿qué hicieron?",,,Petalcingo,,SN005883
XV008055,tzh,mayuk mach'a ya xchon jich bit'il ora to,,,nadie lo vendía como ahora,,,Oxchuc,,SN005883
XV008056,tzh,"ora teme yu'un ma'uke, maba t'ujbil ya xlok' a",,,"ahora si no, no sale bonito",,,Guaquitepec,,SN005884
XV008057,tzh,ora a tal,,,vino rápido,,,Tenejapa,,SN005885
XV008058,tzh,"teme ma'ba lek pasbil, ora a xlaj",,,"si no está bien hecho, rápido se acaba",,,Bachajón,,SN005885
XV008059,tzh,yosolil mut,,,piojo de los pollos,,,,,SN005888
XV008060,tzh,te antse ba spas te yote,,,la mujer fue a hacer sus tortillas,,,Tenejapa,,SN005890
XV008061,tzh,lek awot'an,,,"eres de buen corazón (""es bueno tu corazón"")",,,Oxchuc,,SN005891 ; SN005895
XV008062,tzh,ma jichuk la sk'an yot'an kajwaltik te bit'il te nujbinon soke,,,nuestro Señor no quiso que me casara con él,,,Oxchuc,,SN005891
XV008063,tzh,la jti'be yo'tan mut,,,comí el corazón del pollo,,,Tenejapa,,SN005892
XV008064,tzh,chajp to ya smajula yo'tan a te jyakubele,,,el borracho se golpeaba exageradamente el pecho (del lado izquierdo),,,Tenejapa,,SN005892
XV008065,tzh,yakalik ta elek' o'tanil,,,están robando corazones (tráfico de órganos),,,Petalcingo,,SN005892
XV008066,tzh,xti'i'et ko'tan,,,siento dolor epigástrico (gastritis),,,Tenejapa,,SN005893
XV008067,tzh,la smajbon sni' ko'tan,,,me pegó en la boca del estómago,,,Bachajón,,SN005893
XV008068,tzh,tal ta ko'tan / hul ta ko'tan,,,"me acordé (""vino/llegó a mi corazón"")",,,Bachajón,,SN005894
XV008069,tzh,julel bael ta ko'tan,,,"a cada rato lo recuerdo (""es llegar e ir a mi corazón"")",,,Tenejapa,,SN005894
XV008070,tzh,ay ta ko'tan te jme' jtate,,,"tengo presentes a mis padres (""están en mi corazón"")",,,Tenejapa,,SN005894
XV008071,tzh,ch'ay ta ko'tan te ay ka'tel ahe,,,"olvidé que tenía trabajo (""se borró de mi corazón"")",,,Petalcingo,,SN005894
XV008072,tzh,kuxix yo'tan,,,"ya recobró la conciencia (""ya vivió su corazón"")",,,Tenejapa,,SN005894
XV008073,tzh,tulan yo'tan te jbankile,,,"mi hermano mayor es de carácter fuerte (""es fuerte su corazón"")",,,Bachajón,,SN005895
